274,379,12,1
252,397,13,1
89,437,24,1
2,469,10,1
121,459,25,1
278,401,14,1
215,442,25,1
108,377,20,1
37,390,16,1
93,391,27,1
213,445,28,1
90,451,20,1
81,403,23,1
58,390,21,1
221,441,12,1
303,427,10,1
206,449,22,1
20,389,15,1
58,377,7,1
49,407,22,1
35,438,17,1
255,416,16,1
153,406,24,1
9,430,16,1
58,407,24,1
4,450,14,1
171,466,17,1
23,404,15,1
242,443,18,1
256,420,19,1
100,386,26,1
247,408,14,1
209,384,14,1
45,377,13,1
286,394,9,1
84,363,8,1
243,407,7,1
280,412,13,1
246,441,15,1
43,453,17,1
222,433,28,1
261,401,16,1
76,478,8,1
134,438,6,1
31,431,6,1
37,448,13,1
32,433,13,1
4,410,12,1
25,386,13,1
241,453,3,1
155,460,18,1
280,388,9,1
30,374,10,1
127,377,9,1
113,365,4,1
60,371,6,1
259,427,10,1
92,373,18,1
120,365,5,1
33,391,8,1
59,379,4,1
230,402,22,1
285,432,9,1
88,369,8,1
293,409,15,1
39,467,6,1
257,420,15,1
50,471,11,1
43,449,10,1
121,359,11,1
249,439,18,1
267,449,13,1
201,448,21,1
128,460,18,1
85,441,7,1
23,380,6,1
309,443,8,1
283,404,9,1
97,384,18,1
288,426,10,1
37,377,12,1
244,447,12,1
63,458,5,1
192,456,5,1
170,489,4,1
210,376,13,1
209,376,8,1
102,351,6,1
82,386,2,1
271,440,9,1
287,415,6,1
265,439,3,1
322,431,4,1
275,439,3,1
70,414,8,1
253,387,10,1
272,409,7,1
248,419,9,1
22,385,5,1
56,431,7,1
313,449,5,1
249,397,11,1
72,476,5,1
229,380,9,1
262,413,7,1
271,378,10,1
237,395,5,1
223,466,9,1
296,414,14,1
291,453,4,1
277,434,13,1
59,360,4,1
227,457,6,1
281,367,8,1
171,425,4,1
285,427,3,1
249,446,4,1
58,366,7,1
58,390,3,1
255,452,3,1
287,389,7,1
284,411,3,1
329,441,6,1
274,384,4,1
276,401,12,1
252,439,4,1
334,394,7,1
62,371,3,1
275,376,6,1
231,469,10,1
254,430,12,1
262,433,3,1
320,380,5,1
297,416,5,1
293,366,8,1
255,427,3,1
268,443,4,1
233,375,3,1
316,424,4,1
111,376,18,1
57,570,3,2
84,651,13,2
75,549,12,2
132,898,15,3
61,900,6,3
155,716,30,4
141,742,27,4
111,757,22,4
87,745,23,4
110,755,21,4
97,751,30,4
133,748,30,4
138,737,24,4
55,721,7,4
64,721,25,4
160,687,25,4
145,734,27,4
100,750,23,4
159,695,23,4
107,746,30,4
130,669,22,4
138,738,26,4
180,693,22,4
183,698,15,4
70,737,12,4
154,707,22,4
173,719,22,4
105,756,25,4
142,684,19,4
153,688,20,4
171,720,24,4
118,746,23,4
109,742,24,4
121,735,8,4
109,668,13,4
125,740,24,4
138,748,16,4
106,763,9,4
195,713,12,4
173,691,15,4
145,667,16,4
166,718,20,4
175,680,11,4
82,758,9,4
139,752,17,4
179,715,10,4
157,737,5,4
165,682,9,4
183,696,10,4
65,741,4,4
70,741,11,4
54,712,9,4
134,745,10,4
140,671,8,4
188,697,8,4
194,697,10,4
165,733,12,4
169,673,6,4
163,711,4,4
144,708,6,4
142,751,2,4
184,743,4,4
109,756,8,4
145,711,6,4
105,754,5,4
172,746,4,4
172,755,5,4
315,615,13,6
221,557,5,6
303,586,13,6
234,695,11,6
289,571,5,6
254,808,7,6
284,738,20,6
299,627,18,6
326,691,25,6
280,707,17,6
354,733,19,6
243,658,15,6
266,705,15,6
272,641,21,6
368,776,16,6
212,546,5,6
264,693,3,6
292,850,15,6
299,818,19,6
343,816,14,6
266,723,19,6
261,833,11,6
291,646,23,6
255,839,7,6
292,724,21,6
267,679,20,6
266,792,16,6
263,664,16,6
313,853,13,6
227,584,6,6
