19,2,25,1
15,2,27,1
17,35,9,1
13,23,29,1
42,20,10,1
3,26,29,1
10,25,28,1
30,15,19,1
42,2,6,1
8,43,16,1
32,22,19,1
40,34,11,1
37,7,10,1
47,3,10,1
25,38,16,1
51,7,9,1
35,21,9,1
39,35,5,1
48,148,15,2
79,137,14,2
18,402,8,2
17,189,6,2
106,219,19,2
67,303,14,2
48,115,14,2
124,198,10,2
110,129,4,2
110,178,13,2
64,86,10,2
32,108,8,2
69,162,20,2
106,149,11,2
84,146,17,2
38,341,8,2
93,149,10,2
70,141,12,2
50,214,4,2
90,191,7,2
27,364,5,2
113,133,6,2
97,118,7,2
45,99,9,2
82,201,11,2
21,222,12,2
110,213,19,2
48,91,8,2
28,157,11,2
44,221,5,2
106,182,13,2
109,148,13,2
140,140,6,2
41,105,5,2
38,157,14,2
55,190,13,2
13,495,20,3
7,486,24,3
7,469,26,3
11,499,19,3
13,442,10,3
25,469,13,3
17,439,19,3
21,411,5,3
10,645,16,4
4,633,11,4
24,602,17,4
22,1025,9,5
71,961,12,5
54,996,19,5
53,990,29,5
30,945,28,5
2,1004,13,5
4,910,6,5
2,991,29,5
16,940,30,5
56,961,28,5
46,1010,28,5
36,947,29,5
2,928,26,5
47,954,29,5
38,1019,24,5
26,1006,29,5
70,934,9,5
39,919,25,5
20,994,28,5
34,952,23,5
4,985,22,5
7,1009,26,5
25,908,6,5
48,947,22,5
61,935,23,5
15,1025,5,5
32,959,27,5
3,992,25,5
41,882,4,5
52,903,10,5
12,903,6,5
10,1022,10,5
23,918,21,5
67,935,24,5
53,910,7,5
14,959,24,5
66,980,24,5
16,908,15,5
53,948,27,5
71,932,20,5
43,1025,5,5
73,980,8,5
65,975,16,5
70,933,15,5
8,1016,9,5
52,914,12,5
19,990,10,5
7,990,10,5
13,908,12,5
68,922,13,5
69,949,16,5
73,959,15,5
51,894,7,5
6,1011,9,5
75,1025,8,5
73,953,4,5
21,905,9,5
71,923,10,5
42,907,12,5
34,911,6,5
16,916,15,5
22,908,11,5
85,1024,6,5
24,932,4,5
59,908,9,5
179,693,15,6
123,802,21,6
66,801,15,6
66,775,23,6
157,688,15,6
67,793,22,6
106,793,30,6
107,809,26,6
100,802,25,6
82,821,15,6
109,769,28,6
126,802,28,6
47,752,16,6
125,792,29,6
92,805,24,6
50,778,18,6
106,746,29,6
49,782,17,6
131,824,8,6
99,800,28,6
173,698,27,6
192,746,13,6
62,786,26,6
69,806,17,6
111,819,24,6
48,706,14,6
177,703,25,6
99,825,14,6
72,802,23,6
118,828,18,6
56,718,26,6
62,793,25,6
101,797,28,6
192,716,18,6
77,751,24,6
139,805,24,6
64,726,10,6
103,700,30,6
162,686,15,6
71,717,13,6
162,795,22,6
61,783,19,6
110,842,9,6
88,689,14,6
180,700,19,6
135,792,28,6
196,722,16,6
52,789,8,6
40,764,9,6
137,806,21,6
45,713,15,6
87,759,18,6
42,759,18,6
135,812,24,6
37,755,12,6
75,756,8,6
40,732,19,6
107,785,26,6
87,804,22,6
41,763,12,6
50,771,22,6
70,776,28,6
121,791,22,6
92,797,16,6
124,798,4,6
66,728,14,6
141,769,16,6
67,719,25,6
44,715,16,6
49,768,10,6
65,757,22,6
65,734,26,6
102,800,12,6
144,684,11,6
121,802,15,6
101,831,8,6
39,747,20,6
83,768,18,6
100,794,12,6
69,697,20,6
79,786,23,6
174,755,6,6
31,738,10,6
54,714,18,6
119,816,21,6
111,835,13,6
161,746,25,6
101,815,14,6
40,743,11,6
132,689,15,6
62,740,11,6
64,705,20,6
72,749,24,6
110,837,8,6
100,790,23,6
137,799,8,6
68,800,18,6
184,782,15,6
95,835,7,6
65,705,12,6
69,797,5,6
111,851,4,6
140,801,14,6
122,825,7,6
84,820,18,6
67,714,8,6
107,793,15,6
49,791,15,6
131,803,8,6
83,798,11,6
31,729,13,6
60,749,7,6
178,710,8,6
186,705,21,6
190,727,9,6
70,804,8,6
141,813,16,6
121,807,7,6
39,740,9,6
146,704,6,6
79,756,15,6
138,689,16,6
73,739,8,6
159,746,7,6
100,807,14,6
75,742,10,6
58,778,18,6
187,708,11,6
57,717,13,6
129,793,17,6
156,802,18,6
87,791,20,6
136,774,4,6
158,804,15,6
60,711,16,6
68,749,4,6
119,818,16,6
137,714,7,6
67,751,9,6
89,781,11,6
193,730,22,6
141,685,10,6
86,769,6,6
141,692,7,6
125,836,6,6
108,811,13,6
191,754,7,6
69,741,6,6
35,738,18,6
20,809,7,6
182,705,12,6
154,803,19,6
38,750,12,6
96,717,7,6
108,749,4,6
106,681,17,6
43,733,8,6
68,807,13,6
93,813,14,6
62,705,10,6
133,727,6,6
113,823,4,6
142,809,9,6
66,723,12,6
105,856,7,6
111,688,4,6
111,785,7,6
94,740,5,6
94,781,13,6
98,695,5,6
95,838,9,6
125,748,10,6
102,681,11,6
109,796,7,6
145,806,11,6
125,742,13,6
121,808,11,6
72,732,8,6
64,755,6,6
190,752,9,6
195,699,11,6
147,810,19,6
187,750,11,6
129,773,6,6
132,705,5,6
152,682,10,6
95,810,12,6
172,775,7,6
133,818,6,6
129,692,4,6
172,791,7,6
176,771,6,6
183,699,13,6
110,822,8,6
76,806,11,6
68,776,6,6
173,781,8,6
40,559,6,7
137,530,15,7
38,586,12,7
142,663,10,7
149,543,24,7
116,534,19,7
52,526,9,7
224,606,12,7
190,611,13,7
30,576,8,7
177,628,21,7
145,539,6,7
104,653,17,7
122,528,22,7
77,512,15,7
136,528,17,7
156,666,13,7
173,578,21,7
38,590,12,7
175,614,24,7
197,622,9,7
90,503,6,7
74,625,6,7
203,570,12,7
112,496,7,7
194,624,9,7
247,608,5,7
151,626,4,7
211,580,12,7
131,660,16,7
206,615,12,7
58,545,12,7
96,519,14,7
63,482,4,7
104,638,5,7
58,581,6,7
156,552,11,7
203,604,20,7
234,570,10,7
213,588,15,7
205,554,6,7
144,656,8,7
225,574,13,7
195,573,17,7
130,563,22,7
92,523,9,7
172,642,15,7
148,527,7,7
195,580,12,7
125,524,7,7
125,652,11,7
206,574,18,7
31,563,11,7
219,626,9,7
68,538,15,7
58,521,13,7
175,567,14,7
244,578,9,7
78,646,7,7
51,538,9,7
97,517,11,7
119,514,4,7
104,643,13,7
209,575,9,7
61,550,8,7
106,491,8,7
115,646,10,7
107,525,14,7
175,620,8,7
207,593,7,7
124,522,7,7
211,595,15,7
186,577,13,7
40,579,7,7
56,532,6,7
131,561,24,7
37,566,6,7
126,527,20,7
175,663,6,7
36,534,9,7
116,653,12,7
60,528,13,7
138,522,7,7
247,616,8,7
30,580,9,7
31,573,11,7
72,496,8,7
121,556,6,7
78,487,4,7
164,658,7,7
153,662,16,7
187,571,11,7
224,589,10,7
158,560,21,7
113,530,5,7
249,586,5,7
114,514,6,7
83,650,10,7
70,583,5,7
69,520,12,7
37,565,12,7
116,512,10,7
180,577,10,7
82,546,6,7
70,528,17,7
40,576,13,7
102,556,4,7
117,526,17,7
226,610,10,7
122,529,7,7
199,618,16,7
79,631,14,7
191,637,10,7
115,510,9,7
218,633,7,7
62,505,8,7
206,635,8,7
176,652,8,7
231,619,10,7
179,559,11,7
245,662,7,7
142,528,19,7
54,487,4,7
169,567,10,7
187,606,7,7
185,598,10,7
114,514,13,7
151,652,7,7
203,600,10,7
146,666,9,7
46,638,8,7
143,539,11,7
98,522,6,7
107,657,9,7
33,578,7,7
38,539,10,7
174,632,14,7
157,532,9,7
180,632,9,7
149,657,4,7
218,607,7,7
153,539,5,7
96,616,4,7
196,596,13,7
199,559,12,7
34,559,8,7
99,535,10,7
230,622,10,7
243,606,8,7
76,497,7,7
177,634,11,7
166,666,7,7
59,523,5,7
188,648,10,7
82,644,6,7
77,509,9,7
159,661,12,7
175,624,8,7
62,499,11,7
144,535,9,7
78,535,5,7
179,555,16,7
211,617,9,7
50,512,5,7
110,500,7,7
168,560,5,7
68,492,4,7
154,666,7,7
57,477,5,7
116,642,7,7
117,664,5,7
122,539,6,7
159,538,4,7
210,605,12,7
176,646,6,7
204,653,6,7
146,530,10,7
224,578,6,7
243,619,8,7
68,495,6,7
165,554,5,7
205,584,8,7
211,583,6,7
55,516,6,7
231,594,13,7
209,603,7,7
137,655,6,7
142,535,12,7
239,587,8,7
99,655,5,7
130,568,4,7
58,492,5,7
124,448,10,8
167,483,27,8
180,422,30,8
223,414,14,8
200,429,11,8
206,453,28,8
153,454,27,8
202,425,17,8
204,415,27,8
224,456,21,8
213,391,6,8
186,400,21,8
192,428,12,8
216,403,16,8
233,392,11,8
175,411,12,8
223,390,9,8
110,460,12,8
155,424,11,8
163,392,14,8
126,507,6,8
158,392,9,8
234,446,9,8
158,431,9,8
235,468,6,8
227,500,5,8
169,407,13,8
150,428,6,8
202,283,9,9
130,316,28,9
155,312,30,9
227,330,18,9
134,288,26,9
197,306,30,9
176,309,17,9
130,276,17,9
115,230,11,9
234,343,17,9
158,294,19,9
237,313,21,9
125,331,5,9
153,238,10,9
176,257,15,9
206,366,9,9
206,304,16,9
104,343,7,9
100,336,8,9
166,267,15,9
224,309,18,9
121,272,12,9
219,350,8,9
208,293,8,9
132,259,14,9
192,374,6,9
116,384,7,9
224,297,4,9
140,996,13,10
109,952,20,10
192,919,12,10
154,913,11,10
136,914,12,10
136,884,18,10
176,973,22,10
103,979,22,10
104,926,5,10
161,890,9,10
140,976,26,10
141,873,10,10
164,992,26,10
158,864,14,10
176,903,9,10
141,989,27,10
122,943,28,10
94,995,9,10
179,908,13,10
161,876,16,10
184,905,19,10
157,883,5,10
122,985,22,10
144,923,27,10
184,934,24,10
104,940,18,10
169,910,22,10
129,887,5,10
140,930,23,10
176,927,16,10
160,967,29,10
103,939,4,10
126,958,27,10
140,1024,14,10
142,875,13,10
168,920,20,10
140,895,18,10
154,889,12,10
150,943,26,10
162,897,13,10
201,931,5,10
134,896,17,10
202,914,8,10
188,954,25,10
158,871,15,10
110,981,25,10
165,1022,9,10
141,880,16,10
139,951,28,10
139,886,20,10
185,904,6,10
198,971,5,10
155,869,10,10
194,954,13,10
178,993,21,10
126,890,14,10
172,905,8,10
181,893,7,10
202,946,13,10
201,932,17,10
94,960,11,10
206,952,10,10
159,939,8,10
95,943,5,10
191,973,11,10
201,920,8,10
210,982,11,10
179,918,10,10
203,946,17,10
177,890,11,10
200,923,15,10
202,958,7,10
209,927,9,10
208,934,4,10
136,871,12,10
123,893,7,10
140,1019,12,10
135,877,9,10
192,897,12,10
159,878,10,10
151,870,8,10
144,867,6,10
204,905,11,10
205,978,10,10
210,965,7,10
96,1004,5,10
207,925,11,10
161,2,6,11
205,30,27,11
198,60,30,11
163,23,6,11
183,45,29,11
129,13,9,11
125,69,9,11
172,57,26,11
155,30,26,11
194,2,23,11
186,38,28,11
181,18,28,11
152,58,27,11
178,70,28,11
151,42,26,11
187,30,18,11
152,102,24,11
245,43,5,11
182,56,29,11
149,55,19,11
245,59,16,11
153,44,4,11
135,19,10,11
234,88,17,11
130,36,17,11
197,11,22,11
125,5,6,11
172,18,9,11
143,37,15,11
136,26,13,11
171,5,9,11
158,117,14,11
125,64,7,11
140,15,8,11
218,106,17,11
149,104,15,11
159,22,7,11
123,52,6,11
185,53,29,11
152,107,15,11
128,97,11,11
145,32,5,11
221,14,7,11
157,115,11,11
244,23,9,11
230,12,10,11
237,105,10,11
215,12,5,11
183,224,6,12
271,166,5,12
267,189,28,12
247,208,29,12
265,190,30,12
256,179,30,12
241,244,30,12
219,165,22,12
264,175,29,12
243,175,24,12
281,183,23,12
285,216,23,12
236,141,18,12
193,232,5,12
198,221,7,12
264,243,27,12
207,215,27,12
192,175,12,12
272,243,8,12
224,241,22,12
307,263,14,12
231,141,20,12
260,250,23,12
201,230,20,12
277,256,17,12
233,263,10,12
200,157,10,12
296,292,10,12
283,288,14,12
199,141,11,12
272,286,17,12
300,275,13,12
275,235,22,12
296,138,5,12
183,155,11,12
255,288,13,12
301,266,13,12
298,162,6,12
231,275,14,12
249,129,9,12
300,160,6,12
295,261,13,12
263,253,5,12
345,707,10,13
331,761,5,13
248,716,10,13
248,748,20,13
265,674,16,13
233,798,8,13
285,683,23,13
283,701,27,13
258,791,13,13
376,750,9,13
357,743,17,13
356,749,13,13
301,764,16,13
377,728,11,13
277,670,19,13
248,736,6,13
262,719,21,13
248,730,8,13
263,665,12,13
293,676,7,13
248,707,6,13
297,788,11,13
248,751,14,13
243,679,14,13
214,733,8,13
374,726,11,13
195,760,13,13
239,734,5,13
388,736,9,13
269,720,26,13
244,769,12,13
263,677,15,13
289,700,11,13
191,767,10,13
187,795,8,13
230,788,5,13
180,862,6,13
375,713,8,13
300,702,6,13
253,807,10,13
216,756,8,13
262,819,4,13
240,685,12,13
263,759,6,13
221,720,9,13
225,791,5,13
324,657,12,13
231,772,12,13
268,661,5,13
314,677,5,13
211,769,8,13
231,723,5,13
242,760,7,13
373,756,6,13
244,689,6,13
229,738,5,13
283,782,6,13
377,726,6,13
281,722,7,13
200,994,14,14
227,991,8,14
197,1018,5,14
192,1004,12,14
197,997,10,14
415,1025,19,15
307,1001,6,15
327,1014,12,15
321,970,29,15
311,973,30,15
307,955,30,15
320,991,26,15
319,959,30,15
256,981,29,15
389,1021,23,15
336,990,13,15
338,973,27,15
350,973,24,15
260,971,29,15
239,995,7,15
372,1021,26,15
325,1011,28,15
321,1002,30,15
288,1011,28,15
270,984,29,15
246,1006,14,15
325,964,19,15
283,1000,28,15
338,1020,12,15
319,1008,24,15
327,972,26,15
343,994,23,15
393,1023,15,15
266,982,30,15
343,1014,16,15
258,994,25,15
327,1023,19,15
351,970,24,15
356,999,21,15
350,1004,17,15
340,1008,19,15
242,978,11,15
321,1025,19,15
314,949,12,15
346,1007,5,15
358,1002,9,15
359,1010,18,15
339,1007,6,15
315,942,17,15
276,933,11,15
237,988,17,15
365,983,12,15
334,1022,14,15
336,996,10,15
373,993,11,15
430,1025,12,15
345,953,16,15
350,942,5,15
326,1006,6,15
340,995,11,15
316,935,21,15
358,999,15,15
361,966,15,15
351,978,4,15
370,993,9,15
265,935,11,15
342,1025,8,15
351,986,13,15
321,1020,24,15
324,1014,16,15
334,967,8,15
303,929,12,15
370,994,6,15
323,956,13,15
341,986,12,15
248,1002,18,15
331,939,19,15
308,987,5,15
348,974,14,15
246,969,20,15
241,982,10,15
341,994,14,15
318,983,4,15
366,1014,6,15
237,976,6,15
362,999,5,15
372,1003,12,15
430,992,8,15
435,1024,15,15
319,935,7,15
345,955,9,15
363,990,10,15
351,976,10,15
367,978,17,15
335,971,9,15
335,979,12,15
254,1004,13,15
319,422,17,16
271,507,9,16
321,419,12,16
266,517,20,16
295,532,22,16
273,521,5,16
330,418,7,16
314,414,6,16
308,407,11,16
278,608,5,16
283,417,20,16
329,347,11,16
264,583,11,16
300,558,11,16
276,597,7,16
329,333,10,16
306,427,6,16
310,426,6,16
477,818,7,17
319,820,4,17
285,884,7,17
431,777,6,17
488,785,6,17
329,801,15,17
405,742,6,17
305,878,14,17
272,858,12,17
313,896,18,17
398,719,6,17
420,783,7,17
346,906,6,17
340,833,15,17
289,862,19,17
307,864,19,17
319,827,5,17
339,916,9,17
361,898,19,17
373,901,15,17
325,831,24,17
279,856,7,17
321,911,9,17
266,918,6,17
374,911,4,17
441,835,5,17
416,697,4,17
443,849,11,17
356,794,9,17
324,796,12,17
394,815,6,17
407,797,9,17
249,877,7,17
281,814,6,17
362,896,5,17
289,853,10,17
415,702,5,17
305,886,8,17
298,904,10,17
342,798,8,17
308,798,5,17
445,825,4,17
478,807,6,17
487,831,5,17
392,807,7,17
358,591,12,18
368,571,6,18
382,596,6,18
377,589,30,18
378,595,6,18
370,600,30,18
336,566,30,18
424,488,6,18
380,518,30,18
421,563,16,18
418,561,30,18
355,612,30,18
403,537,26,18
381,521,6,18
362,607,26,18
418,549,27,18
355,619,10,18
368,611,30,18
380,617,19,18
396,522,22,18
418,576,19,18
413,545,22,18
403,519,23,18
391,530,27,18
380,519,27,18
408,602,22,18
410,534,10,18
342,578,5,18
343,596,30,18
398,597,25,18
339,579,27,18
410,545,17,18
398,531,9,18
414,587,23,18
377,626,20,18
336,582,20,18
399,610,22,18
336,547,20,18
390,601,27,18
376,534,18,18
392,610,21,18
395,523,12,18
366,635,10,18
377,628,15,18
398,617,11,18
371,516,6,18
378,623,9,18
386,522,10,18
339,602,9,18
369,623,26,18
379,632,16,18
395,626,11,18
408,583,5,18
383,622,7,18
364,607,8,18
335,595,8,18
416,489,6,18
394,515,11,18
375,514,9,18
398,518,9,18
413,556,12,18
372,508,11,18
374,528,9,18
395,523,17,18
397,608,9,18
348,563,9,18
586,91,14,19
710,165,18,19
549,174,7,19
699,55,5,19
557,106,9,19
616,163,20,19
609,165,5,19
634,98,4,19
520,132,9,19
645,247,7,19
682,176,18,19
567,149,13,19
581,154,20,19
554,98,12,19
577,61,13,19
628,251,6,19
654,249,4,19
715,13,12,19
622,49,6,19
564,190,5,19
711,10,15,19
698,187,11,19
580,95,5,19
702,176,13,19
667,210,11,19
679,200,18,19
564,152,18,19
723,35,6,19
622,198,23,19
593,113,13,19
656,212,16,19
527,120,6,19
712,134,10,19
712,142,8,19
568,127,11,19
646,50,15,19
658,212,17,19
569,77,10,19
737,133,7,19
567,122,13,19
728,138,9,19
568,73,9,19
534,125,7,19
545,118,7,19
537,113,11,19
595,123,9,19
656,51,7,19
647,206,10,19
717,117,8,19
532,125,12,19
727,97,12,19
715,80,10,19
563,108,10,19
566,157,6,19
628,204,15,19
592,211,5,19
533,140,9,19
690,177,9,19
575,157,5,19
564,156,21,19
615,203,16,19
655,201,10,19
674,47,12,19
686,160,8,19
666,217,6,19
517,151,5,19
571,127,10,19
688,261,8,19
554,108,15,19
720,98,7,19
664,219,6,19
644,229,8,19
684,57,15,19
581,142,13,19
572,146,12,19
524,105,9,19
645,207,16,19
541,75,6,19
718,132,10,19
594,145,10,19
628,199,19,19
593,48,9,19
759,179,8,19
723,18,7,19
554,168,13,19
719,105,5,19
538,136,12,19
706,168,9,19
539,145,5,19
624,121,6,19
589,78,13,19
604,62,7,19
551,162,11,19
771,199,9,19
619,68,14,19
625,235,10,19
552,139,14,19
645,25,6,19
725,158,10,19
665,57,12,19
574,119,11,19
581,88,13,19
668,197,12,19
526,129,14,19
632,252,7,19
599,121,7,19
625,46,16,19
589,199,11,19
624,249,7,19
678,55,10,19
625,204,10,19
652,223,6,19
595,171,5,19
738,115,5,19
603,37,9,19
723,7,11,19
715,128,6,19
570,60,11,19
703,174,17,19
556,126,7,19
698,179,9,19
560,92,5,19
766,215,7,19
703,62,11,19
668,64,7,19
547,124,8,19
617,184,4,19
619,47,7,19
541,168,8,19
627,196,21,19
566,196,8,19
615,219,8,19
520,129,7,19
547,101,10,19
608,68,5,19
594,81,13,19
679,211,8,19
577,105,9,19
679,183,14,19
636,217,6,19
628,128,7,19
532,112,5,19
598,119,12,19
579,48,6,19
623,79,5,19
540,153,7,19
618,219,13,19
558,193,6,19
702,91,5,19
554,159,12,19
565,153,7,19
756,184,7,19
593,71,11,19
571,52,6,19
689,167,9,19
694,227,5,19
578,192,8,19
572,78,8,19
545,148,6,19
621,241,6,19
577,167,8,19
547,113,14,19
522,155,4,19
580,42,10,19
693,267,6,19
656,221,9,19
602,27,5,19
694,183,7,19
619,88,4,19
585,30,5,19
610,51,6,19
608,17,6,19
616,12,5,19
574,198,5,19
724,132,5,19
530,159,5,19
628,38,8,19
569,94,14,19
665,57,7,19
580,133,7,19
569,119,4,19
689,193,9,19
704,228,4,19
559,166,4,19
640,61,6,19
609,200,7,19
713,145,5,19
598,150,4,19
619,191,4,19
704,217,5,19
579,193,6,19
759,184,5,19
583,53,4,19
720,9,9,19
751,183,4,19
657,23,4,19
707,68,9,19
634,208,5,19
577,107,14,19
408,171,7,20
323,171,6,20
434,236,13,20
449,215,23,20
364,219,6,20
379,242,15,20
436,180,15,20
377,214,28,20
384,170,24,20
384,171,22,20
371,237,23,20
472,201,14,20
364,199,29,20
419,247,13,20
392,250,14,20
419,198,25,20
412,231,20,20
376,178,22,20
376,259,11,20
403,184,26,20
440,231,12,20
378,224,28,20
427,255,8,20
384,165,17,20
488,221,8,20
456,190,14,20
432,231,21,20
374,156,5,20
385,211,27,20
461,239,8,20
364,187,28,20
453,230,13,20
406,229,22,20
373,147,7,20
410,219,24,20
357,176,25,20
448,188,12,20
375,168,18,20
380,162,14,20
459,211,10,20
424,258,9,20
425,250,8,20
458,243,16,20
405,165,12,20
382,267,9,20
467,199,11,20
414,252,7,20
308,286,7,20
318,164,10,20
447,222,22,20
378,252,10,20
390,253,13,20
477,238,10,20
472,214,13,20
431,261,8,20
363,171,4,20
456,243,14,20
363,243,6,20
358,141,6,20
469,229,7,20
474,228,6,20
472,195,6,20
403,257,5,20
321,153,6,20
484,212,5,20
312,207,6,20
373,262,6,20
442,260,7,20
314,166,6,20
427,180,8,20
475,266,4,20
481,247,8,20
392,264,5,20
463,228,5,20
415,380,4,21
393,417,8,21
385,373,11,21
426,407,14,21
373,357,28,21
444,366,26,21
374,317,26,21
423,330,26,21
433,411,14,21
446,407,14,21
455,353,6,21
